number,incident_state,active,made_sla,caller_id,opened_at,sys_updated_at,category,subcategory,impact,priority,assigned_to,knowledge,closed_code,resolved_by,resolved_at,closed_at
INC0020613,Resolved,TRUE,TRUE,Caller 908,11-03-2016 15:01,15-03-2016 00:02,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 150,FALSE,code 7,Resolved by 134,15-03-2016 00:02,24-03-2016 19:00
INC0020614,Closed,FALSE,FALSE,Caller 908,11-03-2016 15:01,24-03-2016 19:00,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 150,FALSE,code 7,Resolved by 134,15-03-2016 00:02,24-03-2016 19:00
INC0020615,New,TRUE,TRUE,Caller 450,11-03-2016 15:04,11-03-2016 15:16,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 6,Resolved by 53,15-03-2016 12:08,24-03-2016 19:00
INC0020617,Active,TRUE,TRUE,Caller 450,11-03-2016 15:04,14-03-2016 17:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 6,Resolved by 53,15-03-2016 12:08,24-03-2016 19:00
INC0020618,Resolved,TRUE,TRUE,Caller 450,11-03-2016 15:04,15-03-2016 12:08,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 6,Resolved by 53,15-03-2016 12:08,24-03-2016 19:00
INC0020620,Closed,FALSE,FALSE,Caller 450,11-03-2016 15:04,24-03-2016 19:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 6,Resolved by 53,15-03-2016 12:08,24-03-2016 19:00
INC0020635,New,TRUE,TRUE,Caller 3246,11-03-2016 15:12,11-03-2016 15:20,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 6,Resolved by 22,14-03-2016 14:36,24-03-2016 18:51
INC0020636,Active,TRUE,TRUE,Caller 3246,11-03-2016 15:12,11-03-2016 15:51,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 6,Resolved by 22,14-03-2016 14:36,24-03-2016 18:51
INC0020637,Awaiting User Info,TRUE,TRUE,Caller 3246,11-03-2016 15:12,11-03-2016 15:58,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 6,Resolved by 22,14-03-2016 14:36,24-03-2016 18:51
INC0020638,Resolved,TRUE,TRUE,Caller 3246,11-03-2016 15:12,14-03-2016 14:36,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 6,Resolved by 22,14-03-2016 14:36,24-03-2016 18:51
INC0020640,Closed,FALSE,FALSE,Caller 3246,11-03-2016 15:12,24-03-2016 18:51,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 6,Resolved by 22,14-03-2016 14:36,24-03-2016 18:51
INC0020669,Active,TRUE,TRUE,Caller 3133,11-03-2016 15:19,11-03-2016 15:25,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 6,Resolved by 22,11-03-2016 16:38,24-03-2016 18:51
INC0020671,Resolved,TRUE,TRUE,Caller 3133,11-03-2016 15:19,11-03-2016 16:38,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 6,Resolved by 22,11-03-2016 16:38,24-03-2016 18:51
INC0020674,Closed,FALSE,FALSE,Caller 3133,11-03-2016 15:19,24-03-2016 18:51,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 6,Resolved by 22,11-03-2016 16:38,24-03-2016 18:51
INC0020688,New,TRUE,TRUE,Caller 897,11-03-2016 15:21,11-03-2016 15:27,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 170,FALSE,code 6,Resolved by 153,14-03-2016 11:08,24-03-2016 18:51
INC0020689,Active,TRUE,TRUE,Caller 897,11-03-2016 15:21,11-03-2016 17:00,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 170,FALSE,code 6,Resolved by 153,14-03-2016 11:08,24-03-2016 18:51
INC0020691,Awaiting User Info,TRUE,TRUE,Caller 897,11-03-2016 15:21,11-03-2016 17:10,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 170,FALSE,code 6,Resolved by 153,14-03-2016 11:08,24-03-2016 18:51
INC0020693,Resolved,TRUE,TRUE,Caller 897,11-03-2016 15:21,14-03-2016 11:08,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 170,FALSE,code 6,Resolved by 153,14-03-2016 11:08,24-03-2016 18:51
INC0020699,Closed,FALSE,FALSE,Caller 897,11-03-2016 15:21,24-03-2016 18:51,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 170,FALSE,code 6,Resolved by 153,14-03-2016 11:08,24-03-2016 18:51
INC0020720,New,TRUE,TRUE,Caller 3712,11-03-2016 15:26,11-03-2016 15:31,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 253,FALSE,code 11,Resolved by 231,14-03-2016 13:36,24-03-2016 18:51
INC0020721,Active,TRUE,TRUE,Caller 3712,11-03-2016 15:26,11-03-2016 15:52,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 253,FALSE,code 11,Resolved by 231,14-03-2016 13:36,24-03-2016 18:51
INC0020724,Awaiting User Info,TRUE,TRUE,Caller 3712,11-03-2016 15:26,11-03-2016 16:57,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 253,FALSE,code 11,Resolved by 231,14-03-2016 13:36,24-03-2016 18:51
INC0020725,Resolved,TRUE,TRUE,Caller 3712,11-03-2016 15:26,14-03-2016 13:36,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 253,FALSE,code 11,Resolved by 231,14-03-2016 13:36,24-03-2016 18:51
INC0020726,Closed,FALSE,FALSE,Caller 3712,11-03-2016 15:26,24-03-2016 18:51,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 253,FALSE,code 11,Resolved by 231,14-03-2016 13:36,24-03-2016 18:51
INC0020727,New,TRUE,TRUE,Caller 2729,11-03-2016 15:28,11-03-2016 15:35,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 6,Resolved by 15,17-03-2016 15:33,24-03-2016 19:00
INC0020728,Active,TRUE,TRUE,Caller 2729,11-03-2016 15:28,11-03-2016 15:58,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 6,Resolved by 15,17-03-2016 15:33,24-03-2016 19:00
INC0020729,Resolved,TRUE,TRUE,Caller 2729,11-03-2016 15:28,17-03-2016 15:33,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 6,Resolved by 15,17-03-2016 15:33,24-03-2016 19:00
INC0020730,Closed,FALSE,FALSE,Caller 2729,11-03-2016 15:28,24-03-2016 19:00,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 6,Resolved by 15,17-03-2016 15:33,24-03-2016 19:00
INC0020731,New,TRUE,TRUE,Caller 885,11-03-2016 15:29,11-03-2016 15:34,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 229,FALSE,code 6,Resolved by 208,14-03-2016 10:25,24-03-2016 18:51
INC0020732,Awaiting User Info,TRUE,TRUE,Caller 885,11-03-2016 15:29,11-03-2016 17:11,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 229,FALSE,code 6,Resolved by 208,14-03-2016 10:25,24-03-2016 18:51
INC0020733,Resolved,TRUE,TRUE,Caller 885,11-03-2016 15:29,14-03-2016 10:25,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 229,FALSE,code 6,Resolved by 208,14-03-2016 10:25,24-03-2016 18:51
INC0020734,Closed,FALSE,FALSE,Caller 885,11-03-2016 15:29,24-03-2016 18:51,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 229,FALSE,code 6,Resolved by 208,14-03-2016 10:25,24-03-2016 18:51
INC0020783,New,TRUE,TRUE,Caller 416,11-03-2016 15:47,11-03-2016 16:08,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 9,Resolved by 22,14-03-2016 10:34,24-03-2016 18:51
INC0020784,Active,TRUE,TRUE,Caller 416,11-03-2016 15:47,11-03-2016 16:17,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 9,Resolved by 22,14-03-2016 10:34,24-03-2016 18:51
INC0020785,Awaiting User Info,TRUE,TRUE,Caller 416,11-03-2016 15:47,14-03-2016 08:27,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 9,Resolved by 22,14-03-2016 10:34,24-03-2016 18:51
INC0020786,Resolved,TRUE,TRUE,Caller 416,11-03-2016 15:47,14-03-2016 10:34,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 9,Resolved by 22,14-03-2016 10:34,24-03-2016 18:51
INC0020787,Closed,FALSE,FALSE,Caller 416,11-03-2016 15:47,24-03-2016 18:51,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 24,FALSE,code 9,Resolved by 22,14-03-2016 10:34,24-03-2016 18:51
INC0020799,New,TRUE,TRUE,Caller 4514,11-03-2016 15:52,11-03-2016 15:55,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,23-03-2016 16:30,28-03-2016 16:59
INC0020800,Active,TRUE,TRUE,Caller 4514,11-03-2016 15:52,11-03-2016 20:39,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,23-03-2016 16:30,28-03-2016 16:59
INC0020801,Awaiting User Info,TRUE,TRUE,Caller 4514,11-03-2016 15:52,16-03-2016 12:27,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,23-03-2016 16:30,28-03-2016 16:59
INC0020803,Resolved,TRUE,TRUE,Caller 4514,11-03-2016 15:52,23-03-2016 16:30,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,23-03-2016 16:30,28-03-2016 16:59
INC0020804,Closed,FALSE,FALSE,Caller 4514,11-03-2016 15:52,28-03-2016 16:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,23-03-2016 16:30,28-03-2016 16:59
INC0020805,New,TRUE,TRUE,Caller 994,11-03-2016 15:56,11-03-2016 16:32,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 11,Resolved by 53,29-03-2016 16:17,03-04-2016 16:59
INC0020806,Active,TRUE,TRUE,Caller 994,11-03-2016 15:56,14-03-2016 16:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 11,Resolved by 53,29-03-2016 16:17,03-04-2016 16:59
INC0020808,Resolved,TRUE,TRUE,Caller 994,11-03-2016 15:56,29-03-2016 16:17,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 11,Resolved by 53,29-03-2016 16:17,03-04-2016 16:59
INC0020809,Closed,FALSE,FALSE,Caller 994,11-03-2016 15:56,03-04-2016 16:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 11,Resolved by 53,29-03-2016 16:17,03-04-2016 16:59
INC0020865,New,TRUE,TRUE,Caller 3388,11-03-2016 16:30,11-03-2016 16:30,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,?,FALSE,code 7,Resolved by 27,11-03-2016 17:28,24-03-2016 18:51
INC0020866,Resolved,TRUE,TRUE,Caller 3388,11-03-2016 16:30,11-03-2016 17:28,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 28,FALSE,code 7,Resolved by 27,11-03-2016 17:28,24-03-2016 18:51
INC0020868,Closed,FALSE,FALSE,Caller 3388,11-03-2016 16:30,24-03-2016 18:51,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 28,FALSE,code 7,Resolved by 27,11-03-2016 17:28,24-03-2016 18:51
INC0020888,New,TRUE,TRUE,Caller 729,11-03-2016 16:38,11-03-2016 16:52,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 13,FALSE,code 6,Resolved by 11,23-03-2016 14:39,28-03-2016 14:59
INC0020889,Awaiting User Info,TRUE,TRUE,Caller 729,11-03-2016 16:38,14-03-2016 16:11,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 13,FALSE,code 6,Resolved by 11,23-03-2016 14:39,28-03-2016 14:59
INC0020892,Resolved,TRUE,TRUE,Caller 729,11-03-2016 16:38,23-03-2016 14:39,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 13,FALSE,code 6,Resolved by 11,23-03-2016 14:39,28-03-2016 14:59
INC0020893,Closed,FALSE,FALSE,Caller 729,11-03-2016 16:38,28-03-2016 14:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 13,FALSE,code 6,Resolved by 11,23-03-2016 14:39,28-03-2016 14:59
INC0020913,New,TRUE,TRUE,Caller 3344,11-03-2016 16:42,11-03-2016 16:47,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 13,FALSE,code 6,Resolved by 11,23-03-2016 14:44,28-03-2016 14:59
INC0020914,Awaiting User Info,TRUE,TRUE,Caller 3344,11-03-2016 16:42,14-03-2016 16:26,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 13,FALSE,code 6,Resolved by 11,23-03-2016 14:44,28-03-2016 14:59
INC0020915,Resolved,TRUE,TRUE,Caller 3344,11-03-2016 16:42,23-03-2016 14:44,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 13,FALSE,code 6,Resolved by 11,23-03-2016 14:44,28-03-2016 14:59
INC0020916,Closed,FALSE,FALSE,Caller 3344,11-03-2016 16:42,28-03-2016 14:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 13,FALSE,code 6,Resolved by 11,23-03-2016 14:44,28-03-2016 14:59
INC0020923,New,TRUE,TRUE,Caller 3798,11-03-2016 16:46,11-03-2016 17:00,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,15-03-2016 16:25,24-03-2016 19:00
INC0020925,Awaiting User Info,TRUE,TRUE,Caller 3798,11-03-2016 16:46,15-03-2016 08:49,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,15-03-2016 16:25,24-03-2016 19:00
INC0020927,Active,TRUE,TRUE,Caller 3798,11-03-2016 16:46,15-03-2016 14:48,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,15-03-2016 16:25,24-03-2016 19:00
INC0020930,Resolved,TRUE,TRUE,Caller 3798,11-03-2016 16:46,15-03-2016 16:25,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,15-03-2016 16:25,24-03-2016 19:00
INC0020931,Closed,FALSE,FALSE,Caller 3798,11-03-2016 16:46,24-03-2016 19:00,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,15-03-2016 16:25,24-03-2016 19:00
INC0020933,New,TRUE,TRUE,Caller 2995,11-03-2016 16:46,11-03-2016 16:48,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 6,Resolved by 15,14-03-2016 13:39,24-03-2016 18:51
INC0020992,New,TRUE,TRUE,Caller 3051,11-03-2016 17:25,11-03-2016 17:34,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,30-03-2016 16:58,04-04-2016 16:59
INC0020994,Active,TRUE,TRUE,Caller 3051,11-03-2016 17:25,11-03-2016 18:08,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,30-03-2016 16:58,04-04-2016 16:59
INC0020995,Awaiting User Info,TRUE,TRUE,Caller 3051,11-03-2016 17:25,14-03-2016 17:02,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,30-03-2016 16:58,04-04-2016 16:59
INC0020996,Resolved,TRUE,TRUE,Caller 3051,11-03-2016 17:25,30-03-2016 16:58,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,30-03-2016 16:58,04-04-2016 16:59
INC0020998,Closed,FALSE,FALSE,Caller 3051,11-03-2016 17:25,04-04-2016 16:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 215,FALSE,code 6,Resolved by 196,30-03-2016 16:58,04-04-2016 16:59
INC0020999,New,TRUE,TRUE,Caller 2691,11-03-2016 17:25,11-03-2016 17:31,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 6,Resolved by 15,17-03-2016 10:45,24-03-2016 19:00
INC0021000,Active,TRUE,TRUE,Caller 2691,11-03-2016 17:25,11-03-2016 20:02,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 6,Resolved by 15,17-03-2016 10:45,24-03-2016 19:00
INC0021001,Resolved,TRUE,TRUE,Caller 2691,11-03-2016 17:25,17-03-2016 10:45,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 6,Resolved by 15,17-03-2016 10:45,24-03-2016 19:00
INC0021002,Closed,FALSE,FALSE,Caller 2691,11-03-2016 17:25,24-03-2016 19:00,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 6,Resolved by 15,17-03-2016 10:45,24-03-2016 19:00
INC0021018,New,TRUE,TRUE,Caller 173,11-03-2016 17:36,11-03-2016 17:39,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 111,FALSE,code 6,Resolved by 100,21-03-2016 10:39,26-03-2016 10:59
INC0021020,Active,TRUE,TRUE,Caller 173,11-03-2016 17:36,11-03-2016 17:58,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 126,FALSE,code 6,Resolved by 100,21-03-2016 10:39,26-03-2016 10:59
INC0021021,Awaiting User Info,TRUE,TRUE,Caller 173,11-03-2016 17:36,11-03-2016 18:01,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 126,FALSE,code 6,Resolved by 100,21-03-2016 10:39,26-03-2016 10:59
INC0021023,Resolved,TRUE,TRUE,Caller 173,11-03-2016 17:36,21-03-2016 10:39,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 111,FALSE,code 6,Resolved by 100,21-03-2016 10:39,26-03-2016 10:59
INC0021024,Closed,FALSE,FALSE,Caller 173,11-03-2016 17:36,26-03-2016 10:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 111,FALSE,code 6,Resolved by 100,21-03-2016 10:39,26-03-2016 10:59
INC0021063,New,TRUE,TRUE,Caller 1104,12-03-2016 01:59,12-03-2016 01:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,?,FALSE,code 6,Resolved by 174,12-03-2016 02:06,24-03-2016 18:51
INC0021064,Resolved,TRUE,TRUE,Caller 1104,12-03-2016 01:59,12-03-2016 02:06,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 191,FALSE,code 6,Resolved by 174,12-03-2016 02:06,24-03-2016 18:51
INC0021065,Closed,FALSE,FALSE,Caller 1104,12-03-2016 01:59,24-03-2016 18:51,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 191,FALSE,code 6,Resolved by 174,12-03-2016 02:06,24-03-2016 18:51
INC0021071,New,TRUE,TRUE,Caller 4140,12-03-2016 03:08,12-03-2016 03:15,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 6,Resolved by 53,21-03-2016 17:06,26-03-2016 17:59
INC0021072,Active,TRUE,TRUE,Caller 4140,12-03-2016 03:08,14-03-2016 16:58,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 6,Resolved by 53,21-03-2016 17:06,26-03-2016 17:59
INC0021073,Resolved,TRUE,TRUE,Caller 4140,12-03-2016 03:08,21-03-2016 17:06,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 6,Resolved by 53,21-03-2016 17:06,26-03-2016 17:59
INC0021078,Closed,FALSE,FALSE,Caller 4140,12-03-2016 03:08,26-03-2016 17:59,Hardware,New telephone extension with microphone required,2 - Medium,3 - Moderate,Resolver 57,FALSE,code 6,Resolved by 53,21-03-2016 17:06,26-03-2016 17:59
INC0021079,New,TRUE,TRUE,Caller 4838,12-03-2016 07:05,12-03-2016 07:25,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 127,FALSE,code 7,Resolved by 115,12-03-2016 13:40,24-03-2016 18:51
INC0021080,Active,TRUE,TRUE,Caller 4838,12-03-2016 07:05,12-03-2016 12:18,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 127,FALSE,code 7,Resolved by 115,12-03-2016 13:40,24-03-2016 18:51
INC0021081,Resolved,TRUE,TRUE,Caller 4838,12-03-2016 07:05,12-03-2016 13:40,HR Services,issue with pay slip details,2 - Medium,3 - Moderate,Resolver 127,FALSE,code 7,Resolved by 115,12-03-2016 13:40,24-03-2016 18:51
INC0021082,Closed,FALSE,FALSE,Caller 4838,12-03-2016 07:05,24-03-2016 18:51,HR Services,issue with pay slip details,2 - Medium,3 - Moderate,Resolver 127,FALSE,code 7,Resolved by 115,12-03-2016 13:40,24-03-2016 18:51
INC0021141,New,TRUE,TRUE,Caller 2608,12-03-2016 13:32,12-03-2016 13:32,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,FALSE,code 7,Resolved by 15,21-03-2016 11:32,26-03-2016 11:59
INC0021144,Active,TRUE,TRUE,Caller 2608,12-03-2016 13:32,14-03-2016 09:57,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,?,FALSE,code 7,Resolved by 15,21-03-2016 11:32,26-03-2016 11:59
INC0021145,Resolved,TRUE,TRUE,Caller 2608,12-03-2016 13:32,21-03-2016 11:32,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,21-03-2016 11:32,26-03-2016 11:59
INC0021147,Closed,FALSE,FALSE,Caller 2608,12-03-2016 13:32,26-03-2016 11:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,21-03-2016 11:32,26-03-2016 11:59
INC0021148,New,TRUE,TRUE,Caller 4562,12-03-2016 13:39,12-03-2016 13:40,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,21-03-2016 11:35,26-03-2016 11:59
INC0021152,Active,TRUE,TRUE,Caller 4562,12-03-2016 13:39,14-03-2016 09:58,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,21-03-2016 11:35,26-03-2016 11:59
INC0021155,Resolved,TRUE,TRUE,Caller 4562,12-03-2016 13:39,21-03-2016 11:35,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,21-03-2016 11:35,26-03-2016 11:59
INC0021156,Closed,FALSE,FALSE,Caller 4562,12-03-2016 13:39,26-03-2016 11:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 17,FALSE,code 7,Resolved by 15,21-03-2016 11:35,26-03-2016 11:59
INC0021157,New,TRUE,TRUE,Caller 4078,12-03-2016 13:41,12-03-2016 13:41,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,FALSE,code 5,Resolved by 184,18-03-2016 16:38,24-03-2016 19:00
INC0021158,Active,TRUE,TRUE,Caller 4078,12-03-2016 13:41,14-03-2016 09:58,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,?,FALSE,code 5,Resolved by 184,18-03-2016 16:38,24-03-2016 19:00
INC0021159,Resolved,TRUE,TRUE,Caller 4078,12-03-2016 13:41,18-03-2016 16:38,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 203,FALSE,code 5,Resolved by 184,18-03-2016 16:38,24-03-2016 19:00
INC0021160,Closed,FALSE,FALSE,Caller 4078,12-03-2016 13:41,24-03-2016 19:00,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 203,FALSE,code 5,Resolved by 184,18-03-2016 16:38,24-03-2016 19:00
INC0021161,New,TRUE,TRUE,Caller 4878,12-03-2016 13:43,12-03-2016 13:43,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,FALSE,code 5,Resolved by 184,18-03-2016 15:15,24-03-2016 19:00
INC0021162,Active,TRUE,TRUE,Caller 4878,12-03-2016 13:43,14-03-2016 09:59,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,?,FALSE,code 5,Resolved by 184,18-03-2016 15:15,24-03-2016 19:00
INC0021163,Resolved,TRUE,TRUE,Caller 4878,12-03-2016 13:43,18-03-2016 15:15,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 203,FALSE,code 5,Resolved by 184,18-03-2016 15:15,24-03-2016 19:00
INC0021164,Closed,FALSE,FALSE,Caller 4878,12-03-2016 13:43,24-03-2016 19:00,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 203,FALSE,code 5,Resolved by 184,18-03-2016 15:15,24-03-2016 19:00
INC0021170,Active,TRUE,TRUE,Caller 3984,12-03-2016 15:07,12-03-2016 15:49,Application/DB Access,Provide the write and execute access on XYZ application for deployment,2 - Medium,3 - Moderate,Resolver 233,FALSE,code 6,Resolved by 15,22-03-2016 15:08,27-03-2016 15:59
